复星医药	昊海生科	港股医美概念股拉升，瑞丽医美涨12.66%，时代天使涨6.7%，复星医药涨3.11%，康哲药业涨1.39%，昊海生科涨0.73%
久吾高科	西藏珠峰	久吾高科今日在互动平台上表示，目前公司正在积极跟进国内外盐湖提锂项目，近期，公司与西藏珠峰签署了盐湖提锂中试协议，不会对公司业绩产生较大影响，中试的技术验证有一定时间周期，未来能否获得大型工业化项目订单也存在不确定性
方正证券	国海证券	记者从中国证券业协会官网查询到，6大首席分析师从今年7月中旬以来确实已经陆续从方正证券离职并且加入了国海证券
海通证券	兴业证券	卖方为同一机构席位，海通证券上海余姚路、兴业证券顺昌中山中路等四个券商营业部买入
洛阳玻璃	福莱特	太阳能光伏股集体爆发，北控清洁能源涨19%，洛阳玻璃、福莱特玻...
福莱特	洛阳玻璃	港股光伏太阳能股涨幅持续扩大，北控清洁能源涨超21%，顺风清洁能源涨近18%，福莱特、洛阳玻璃涨超11%，信义光能涨超6%
特变电工	远兴能源	煤炭概念午后持续走高，辽宁能源涨停，特变电工、远兴能源、华阳股份跟涨
药明康德	康龙化成	港股CRO概念走高，金斯瑞生物科技、药明生物涨超7%，药明康德涨6%，康龙化成、维亚生物涨超5%
中核钛白	金浦钛业	消费旺季即将到来，龙佰集团、中核钛白、金浦钛业等20余家钛白粉生产企业近来再度发函宣布涨价
贵州茅台	恒瑞医药	贵州茅台、恒瑞医药等白马股自今年高位累计跌幅已超过40%
贵州茅台	五粮液	对比一季报和中报相关数据发现，基金对白酒资产的配置在年初已有减持迹象，其中，对贵州茅台和五粮液高端白酒的减持更为明显
怡球资源	浙商证券	怡球资源今日涨停，四机构合计买入1.92亿元，浙商证券金华后街卖出4956万元
长安汽车	宁德时代	此外，长安汽车、华为、宁德时代三方共同打造的高端智能电动车品牌“阿维塔”也在今日亮相，并发布了阿维塔首款车型E11侧颜
福耀玻璃	福莱特	港股光伏太阳能股集体走强，信义玻璃涨超7%，福耀玻璃涨超5%，福莱特玻璃、信义光能涨超4%
兴业证券	科蓝软件	兴业证券官网显示，根据“兴业证券股份有限公司5G消息应用平台项目采购结果公示”，科蓝软件为中选供应商
华能国际	华电国际	港股电力股持续拉升，华能国际电力涨近19%，中国电力涨超13%，华电国际电力股份、华润电力涨超9%
海格通信	上海瀚讯	国防军工板块异动拉升，甘化科工涨超7%，海格通信、航亚科技、上海瀚讯跟涨
华能国际	华电国际	港股电力股全线走高，华能国际电力涨超11%，中国电力涨超9%，华电国际电力股份涨超4%，华润电力涨超3%
招商银行	平安银行	其中，招商银行、平安银行6月...
中国联通	移远通信	8月20日，中国联通发布了雁飞5G定制数传模组(M.2封装-Q版)询价结果公示，移远通信独家中标
移远通信	中国联通	值得强调的是，本次中标的是移远通信专门为雁飞5G设计的一款5G Sub-6GHz模组，对中国联通频段做了定制优化，支持5G SA模式，还对上下行速率进行了针对...
中国电信	中国联通	近日，中国电信、中国移动、中国联通相继发布2021年中期业绩
中信建投	平安银行	中信建投研报指出，平安银行在延续“零售对公六四开”的资产结构基础上，通过生态、渠道和科技的力量，通过交易银行、跨境业务、新增对公客户、激活存量无贷户、复杂投融五大措施，有效沉淀活期存款，驱动成本进一步下行，1H21平安银行存款成本...
盈峰环境	中联重科	盈峰环境公告，全资子公司长沙中联重科环境产业有限公司收到中山市古镇镇城管住建和农业农村局中山市古镇镇市政环卫保洁服务项目的中标通知书，中标总额7586万元
比亚迪	中远海控	比亚迪、中远海控、中国中免分别获净买入4.83亿元、3.88亿元、2.7亿元
天药股份	复星医药	天药股份公告，复星医药拟向公司间接控股股东金耀集团转让其持有的公司控股股东天津市药业集团25%股权，股权转让价款14.33亿元
中国电信	飞力达	8月23日，第四届中国国际智能产业博览会上，由重庆两路寸滩保税港区管委会、中国电信重庆公司、联想集团、飞力达、重庆邮电大学合作打造的“5G+智能制造”无人化供应链共享协同平台正式签约发布
宁沪高速	招商公路	宁沪高速、招商公路22日晚间均公告，包括两公司在内的中方联合体近日收到土耳其IC Ictas（“卖方”）正式函件，卖方要求交易双方共同商谈土耳其三桥项目《终止协议》相关条款
紫金矿业	中国黄金	港股有色金属跌幅扩大，南方锰业跌超33%，紫金矿业跌超6%，中国宏桥、中国黄金国际、中国有色矿业跌超5%
昭衍新药	药明康德	港股CRO概念集体走弱，昭衍新药跌超9%，药明生物、方达控股跌超8%，金斯瑞生物科技跌超7%，药明康德跌超5%
中国电信	中国联通	港股电信股走低，中国电信跌超6%，中国移动跌2%，中国联通涨幅收窄至0.6%
东方电气	上海电气	港股电力设备股走强，东方电气涨超5%，上海电气涨超4%，哈尔滨电气涨超2%
卧龙电驱	阳光电源	此次，卧龙电驱与阳光电源开展战略合作，将利用双方的技术和资源优势，围绕新能源商...
安图生物	信邦制药	新冠检测板块开盘走弱，新产业跌超11%，安图生物、信邦制药、奥泰生物跟跌
恒瑞医药	中金公司	“药茅”恒瑞医药低开7.13%，上半年实现净利润26.68亿元，同比增长0.21%增速创18年新低；中金公司下调恒瑞医药目标价33.3%至80元
中信证券	中微公司	中信证券指出，中微公司是国内稀缺的半导体设备龙头，刻蚀设备技术先进、国内市占领先，受益晶圆厂扩产及国产化趋势；MOCVD设备市占率全球第三，受益Mini LED、功率等细分成长需求景气
中信证券	中国联通	中信证券表示，2021年上半年，中国联通业绩增长超预期，利润增速领跑行业，ARPU值维持增长态势，自由现金流持续高增
平安银行	招商银行	 记者统计发现，银行股成为险资的重仓对象，平安银行获得险资持股2544亿元，位列险资持股市值榜单的第一位，招商银行获险资持股613亿元，位列第二
中国石化	紫光股份	近日，中国石化2021-2022年信息类硬件设备框架招标项目公布中标结果，紫光股份旗下新华三集团成功中标中国石化网络、服务器、安全网关、入侵防御、光纤交换机、虚拟磁带库6类设备框架，全面涵盖路由、交换、智能运维、安全、计算、存储共计40余...
中国平安	北信源	8月20日，“中国平安外网机安全管控项目”发布中标通知书，确定北信源为该项目中标供应商
工商银行	华夏银行	外汇交易中心：将得分排名靠前的工商银行等15家金融机构遴选为核心成员，将华夏银行等1574家金融机构吸收为基础成员，将安徽岳西农商行等478家金融机构吸收为观察成员
天齐锂业	国泰君安	天齐锂业三日内累涨超22%，机构买入2.45亿元并卖出4.87亿元，国泰君安上海江苏路买入4.66亿元
中国电信	招商证券	中国电信今日涨34.88%，成交额201.06亿元，换手率67.14%，盘后龙虎榜数据显示，招商证券上海牡丹江路净买入4.25亿元，4家机构专用席位净卖出4.69亿元
包钢股份	宝钢股份	包钢股份：与宝钢股份基于共识，拟在钢管方面开展合作，共同努力优化资源配置，实现业务聚焦、提升专业化经营水平
新疆天业	氯碱化工	新疆天业8月20日晚间公布半年报，2021年上半年，公司保持主要氯碱化工产品的产能发挥，实现公司营业利润率、净利润同比大幅上涨
紫金矿业	洛阳钼业	科技股大跌，美团、联想集团跌超5%，阿里跌近4%；有色金属集体走弱，紫金矿业、五矿资源、洛阳钼业跌超7%；恒大概念股走弱，恒大汽车跌...
硅宝科技	宁德时代	硅宝科技：与宁德时代签署合作框架协议，双方充分依托各自行业背景和资源、技术优势，共同开发包括但不限于用于电池及其包件导热、密封、减震、绝缘等防护密封类材料，以及其他提升电池性能的新材料
长城汽车	广汽集团	港股汽车板块开盘拉升，吉利汽车涨超5%，长城汽车涨超4%，小鹏汽车、广汽集团涨超2%
盛通股份	海伦钢琴	在线教育板块拉升，盛通股份、学大教育涨停，海伦钢琴、科德教育跟涨
上海电气	上海银行	8月18日上午，上海电气集团与上海银行签署总对总战略合作协议
上海银行	上海电气	根据协议，上海银行将上海电气作为总行级战略合作客户，根据上海电气的战略发展规划，优先提供便捷、高效、全方位的金融服务
中信证券	厦钨新能	中信证券指出，厦钨新能是国内最大的正极材料企业，钴酸锂产品具有绝对领先优势
长沙银行	广电运通	继参与长沙银行数字人民币业务系统建设之后，广电运通子公司运通数字空间在数字人民币领域再创佳绩，连续中标三湘银行、稠州银行、长安银行三家银行数字人民币业务系统建设项目，目前正与多家商业银行进行技术与合作交流
光大证券	招商银行	上交所私募债平台公告称，“17铁投01”的受托管理人光大证券公告，吉林市铁路投资开发有限公司因为资金紧张，未按时偿付招商银行长春分行的一笔10亿元贷款利息，这笔利息约为1400万元
海通证券	上海建工	8月18日，海通证券与上海建工举行战略合作协议签约仪式暨海通大厦项目启动仪式
柘中股份	沪农商行	柘中股份8月19日晚间公告，公司参股的沪农商行首次公开发行股票于今日在上交所上市交易
洛阳钼业	紫金矿业	港股有色金属跌幅扩大，南方锰业跌超15%，五矿资源跌超10%，洛阳钼业跌超8%，紫金矿业跌超7%
中国联通	中兴通讯	近日，中国联通公布2021年IPRAN产品集中采购结果，中兴通讯多业务分组平台ZXCTN 9000-EA系列、5G承载智慧接入ZXCTN 6000系列等产品成功中标
雅克科技	北方华创	半导体及元件板块持续走高，格科微涨超12%，华润微、雅克科技、北方华创跟涨
硅宝科技	宁德时代	硅宝科技午后直线拉升，消息面上，公司与宁德时代签署合作框架协议，双方充分依托各自行业背景和资源、技术优势，共同开发包括但不限于用于电池及其包件导热、密封、减震、绝缘等防护密封类材料，以及其他提升电池性能的新材料
