head,tail,sentence
科士达,宁德时代,科士达今日在互动平台表示，公司和宁德时代的合资公司一期工程目前准备已基本完成，近期将安排投入经营，合资公司业务范围包括储能系统PCS；特殊储能PACK（含UPS锂电池PACK、户用储能锂电池PACK和非标中小型储能锂电池PACK）；充电桩及“光储充...
龙洲股份,大洋电机,一品红子公司拟控股华南疫苗，切入疫苗等生物医药领域；龙洲股份拟将新宇汽车持有的东莞中汽宏远51%股权，作价2.14亿元转让给康美特和大洋电机
东方航空,南方航空,中国民用航空局官网日前公布了第一批具有免税进口维修用航空器材资格的进口单位名单，其中包括顺丰航空有限公司、深圳航空有限责任公司、中国国际航空股份有限公司、东方航空技术有限公司、中国南方航空股份有限公司等555家单位
双良节能,爱康科技,6月30日，双良集团旗下双良节能与中信泰富下属公司新力能源开发有限公司，江苏爱康科技股份有限公司达成光伏产业链战略合作协议
中信证券,比亚迪,中信证券指出，华为于2020年发布车端快应用HMS，for，Car方案，目前已于沃尔沃、奔驰和比亚迪等车型上搭载
中信证券,金博股份,中信证券指出，金博股份专注于先进碳基复合材料的研发、生产和销售，在光伏长晶炉热场材料拥有绝对的技术、规模和成本优势；随着募投项目产能释放，以及半导体等市场持续拓展，公司份额及盈利能力有望迎来加速提升
本川智能,绿岛风,证监会按法定程序同意以下企业创业板首次公开发行股票注册：江苏本川智能电路科技股份有限公司、广东绿岛风空气系统股份有限公司
明牌珠宝,瑞丰银行,明牌珠宝大幅上调业绩预告：预计上半年盈利3.5亿元-4亿元，同比增长2368.28%-2720.89%，此前预计增长146.83%-252.61%；本次业绩修正主要由于公司对瑞丰银行投资按公允价值变动计入当期损益核算，影响金额3.4亿元，属于非经常性损益项目
中船防务,中国船舶,中船防务：国资委将公司控股股东中船工业集团的全部股权无偿划转至中国船舶集团，导致致中国船舶集团间接控制公司58.52%的股份
同仁堂,白云山,港股中药股走高，同仁堂国药涨超4%，同仁堂科技涨超3%，中国中药涨超2%，白云山跟涨
亿纬锂能,林洋能源,亿纬林洋由亿纬锂能全资子公司亿纬动力与林洋能源出资成立，将投资不超过30亿元建设年产10GWh的储能电池项目
天齐锂业,厦钨新能,天齐锂业6月30日晚间公告，证监会已于6月29日同意公司参股公司厦门厦钨新能源材料股份有限公司在科创板首次公开发行股票的注册申请
星网锐捷,中国铁建,近日，星网锐捷旗下智慧社区品牌星网天合NEXhome与中国铁建达成战略合作，将共同推动常州花语江南智慧社区项目和苏州花语江南智能家居项目落地
中兴通讯,中国电信,中兴通讯港股直线拉涨逾5%，现报24.5港元，消息面上，中国电信发布ATG地面网络（无线网和核心网）建设工程单一来源采购公告，单一来源采购供应商是中兴通讯股份有限公司
阿拉丁,厦门信达,记者从阿拉丁控股集团获悉，阿拉丁汽车完成对厦门信达战略投资，或已成为第二大股东
新亚制程,艾德生物,新亚制程所持科素花岗玉51%股份获业绩承诺义务人回购；艾德生物基于PCR技术平台自主研发的肺癌多基因联合检测产品获得日本医药品医疗器械综合机构批准上市
科力尔,道氏技术,近日，信达澳银冯明远接连调研科力尔、道氏技术
科力尔,海康威视,其中，6月25日，科力尔在接受冯明远调研时称，公司产品近期突破的客户包括华为、海康威视、宇视科技等，公司的订单充足，订单排期已经到年底
长远锂科,厦钨新能,证监会消息，近日按法定程序同意以下企业科创板首次公开发行股票注册：湖南长远锂科股份有限公司、厦门厦钨新能源材料股份有限公司
中国长城,长城信息,中国长城：拟分拆下属控股公司长城信息创业板上市
旗滨集团,南网能源,近日，旗滨集团与南网能源就超白浮法玻璃在光伏组件中的应用以及屋顶分布式光伏发电项目，在旗滨集团深圳总部签署战略合作协议
飞龙股份,宇通客车,飞龙股份今日消息：近日，飞龙公司与宇通客车股份有限公司签订200W电子水泵供货合同
潞安环能,昊华能源,煤炭概念开盘下挫，潞安环能跌停，昊华能源、晋控煤业、山西焦煤跟跌
中信证券,苏文电能,中信证券指出，苏文电能目前围绕电力建设及后端运维市场需求，着力推进行业独特的EPCO商业模式
格力电器,昊海生科,【今日前瞻】发改委：预计7月份煤价将进入下降通道；吉利汽车决定撤回科创板上市申请；格力电器变更回购股份用途并注销；昊海生科预计上半年净利润同比增长699%-808%
包钢股份,岳阳林纸,包钢股份6月28日晚间公告，6月25日，公司与岳阳林纸拟建立战略合作关系，达成《碳汇合作协议》
国恩股份,东宝生物,国恩股份6月28日晚间公告，公司于6月25日与海南东宝实业有限公司签署了《股份转让协议》，以每股6元的价格，收购其持有的东宝生物6000万股股份，股份转让总金额3.6亿元
国恩股份,东宝生物,此次协议转让完成后，国恩股份将持有东宝生物1.26亿股股票，占东宝生物总...
三峡水利,长江电力,三峡水利：控股股东长江电力子公司长电投资于2月2日至6月28日增持公司2139.9万股，增持后长江电力及一致人持股达20%
天永智能,国轩高科,天永智能：于近日收到合肥国轩高科动力能源有限公司的中标通知书，项目名称：国轩高科（柳州一期）5GWH，方形铝壳锂电池产线模组及，PACK线设备采购项目
阳光电源,智慧能源,钱智民表示，国家电投与阳光电源将深化在新能源设备、综合智慧能源创新、电站...
双良节能,特变电工,双良节能：控股子公司江苏双良新能源装备有限公司于6月28日收到新疆特变电工工程项目管理有限公司送达的《成交通知书》，预计成交总金额：1.3亿元
中煤能源,招商银行,港股李宁涨超13%，四石药集团涨超16%；中煤能源跌超8%，招商银行跌逾3%
中煤能源,兖州煤业,港股煤炭概念持续走弱，中煤能源港股跌超7%，港股蒙古能源、港股兖州煤业股份跌超4.5%
格力电器,瑞丰高材,格力电器：变更回购股份用途并注销；中国中免：向香港联交所递交境外上市外资股(H股)上市申请；瑞丰高材：仓库发生火灾事故
中信证券,东方证券,中信证券、东方证券发布公告，试点开展基金投资顾问业务收到中国证监会复函，证监会对两家公司试点开展基金投资顾问业务无异议
协鑫能科,智慧能源,协鑫能科公告，公司拟以自筹资金现金收购协鑫集团持有的协鑫智慧能源10%的股权
中国联通,特变电工,据中国联通微博消息，6月23日，中国联通与特变电工在新疆昌吉市签署战略合作协议
东方财富,华泰证券,截至6月25日发稿时，今年以来，东方财富证券拉萨团结路第二证券营业部龙虎榜成交额为523.64亿元，居首位；华鑫证券上海分公司龙虎榜成交额为256.43亿元，居于第二位；龙虎榜成交额居第三位的是华泰证券营...
民生银行,平安银行,从多家银行获悉，民生银行、邮政储蓄银行及平安银行将分别于6月25日、26日及下周一起上调房贷利率
中信证券,国信证券,据了解，3月份大概有42家左右机构收到新一轮基金投顾业务答卷，后续经历答辩、反馈等流程之后，6月25日包括博时、广发、招商、工银瑞信、兴证全球、交银施罗德在内的等多家基金公司，以及中信证券、国信证券等部分证券公司获得投顾资格备案函
中信博,贝斯特,中信博消息，近日，中信博总承包建设的广东省佛山市高明贝斯特陶瓷有限公司11.3MW，BIPV屋顶分布式光伏发电项目已正式启动，预计今年第四季度竣工
兴业银行,中信证券,兴业银行与中信证券日前在福州举行战略合作交流会，双方表示，将发挥银证，“商行+投行”协同优势，继续在现有良好合作基础上加强存管结算、资金融通、资产管理、FICC（固定收益、货币及商品）、资产托管等领域业务合作，同时在投行生态圈合作、...
众兴菌业,水井坊,白酒概念回暖，众兴菌业此前涨停，海南椰岛、皇台酒业、水井坊跟涨
中国船舶,中国重工,中国船舶集团旗下中国重工子公司大船集团为中远海运能源运输股份有限公司建造的30万吨原油船91号船顺利漂浮日前出坞，标志着全球首艘双燃料VLCC（超大型油轮）圆满完成坞内建造工作，开启水下阶段施工
中远海控,中远海发,港股海运板块走高，中远海控涨超5%领涨板块，东方海外国际涨超4%，太平洋航运涨超2%，海丰国际、中远海发跟涨
京东方,东方园林,6月23日下午，北京东方园林环境股份有限公司与中国核能电力股份有限公司举行战略合作协议签署仪式
中信证券,上海机场,中信证券指出，上海机场公告拟向集团发行股份购买资产和募集配套资金，标的资产审计、评估尚未完成，中信预计此次摊薄总股本23.2%~26.8%
中金公司,东方财富,6月23日，中金公司公告，虎扑拟调整上市计划，中金公司、东方财富证券、虎扑三方同意解除辅导协议，终止对虎扑首次公开发行股票并上市的辅导工作
长春高新,百克生物,6月25日，长春高新的控股子公司――百克生物正式登陆科创板
启迪设计,东杰智能,两连板启迪设计：全资子公司光伏建筑一体化业务还未形成较大规模效益；东杰智能：股东拟减持不超8.44%股份；*ST众泰：意向投资人致博投资终止投资公司
润和软件,众兴菌业,深交所：本周继续对前期涨幅异常的“润和软件”和近期涨幅异常的“众兴菌业”持续进行重点监控，并及时采取监管措施
康希诺,生物股份,据港交所披露文件：6月21日，摩根大通以每股374.95港元均价卖出770万股康希诺生物股份，持股比例从9.25%下降至3.41%
鲁银投资,万润股份,鲁银投资：公司拟在股东大会批准之日起12个月内择机出售不超过2100万股公司持有的万润股份
英威腾,比亚迪,有投资者向英威腾提问，请问，公司的控股子公司深圳市英创盈投资有限公司，总共一起出资多少，投资了比亚迪半导体？对此，英威腾6月25日在投资者互动平台表示，公司全资子公司英创盈以自有资金1500万元投资比亚迪半导体，持有比亚迪半导体公司0....
